Wall time,Step,Value
1741854017.0514858,0,2.3930697441101074
1741854066.1413388,1,2.2165896892547607
1741854116.5926945,2,2.128246307373047
1741854166.3914711,3,2.059725761413574
1741854216.0831835,4,2.0018489360809326
1741854264.6785617,5,1.9461231231689453
1741854314.3107867,6,1.8976062536239624
1741854362.5453157,7,1.8657610416412354
1741854411.4838507,8,1.8541526794433594
1741854460.9290414,9,1.8522112369537354
1741854509.9828866,10,1.8452587127685547
1741854558.7578504,11,1.8166025876998901
1741854607.7248552,12,1.7507811784744263
1741854656.86417,13,1.6323144435882568
1741854706.3795133,14,1.4486982822418213
1741854755.419639,15,1.2050824165344238
1741854804.7105153,16,0.9535835981369019
1741854853.0547557,17,0.7356902956962585
1741854901.8855052,18,0.5823444724082947
1741854951.1010273,19,0.4875033497810364
1741854999.4824097,20,0.42497435212135315
1741855047.441803,21,0.38364526629447937
1741855095.5722506,22,0.35345005989074707
1741855144.3188279,23,0.3331163227558136
1741855192.8119707,24,0.3187144696712494
1741855240.672053,25,0.3104418218135834
1741855289.5542922,26,0.3074131906032562
1741855337.5463731,27,0.307285338640213
1741855386.5864289,28,0.3090718686580658
1741855435.3652663,29,0.31311967968940735
1741855483.030332,30,0.31873559951782227
1741855530.7968647,31,0.32537326216697693
1741855578.3913124,32,0.3290877044200897
1741855625.759386,33,0.3283059298992157
1741855673.3347752,34,0.31910791993141174
1741855721.0763662,35,0.3064119219779968
1741855768.575461,36,0.29304239153862
1741855816.8222625,37,0.2788943350315094
1741855865.4978163,38,0.264530211687088
1741855914.4820306,39,0.25189071893692017
1741855962.6043243,40,0.24091309309005737
1741856010.6757555,41,0.232136070728302
1741856058.3772724,42,0.22584962844848633
1741856106.2603652,43,0.22189143300056458
1741856153.906919,44,0.22051718831062317
1741856201.6125422,45,0.22045472264289856
1741856249.7569478,46,0.22192178666591644
1741856297.5376778,47,0.22590114176273346
1741856345.067603,48,0.23251719772815704
1741856392.6654775,49,0.24238412082195282
1741856441.3056486,50,0.2511339485645294
1741856490.1821294,51,0.25657519698143005
1741856538.2883482,52,0.25494441390037537
1741856586.7802205,53,0.25122708082199097
1741856634.7612803,54,0.2431221306324005
1741856682.7174313,55,0.2336069494485855
1741856731.0440235,56,0.22445431351661682
1741856780.1656866,57,0.2150477021932602
1741856828.4396458,58,0.2068915069103241
1741856876.646132,59,0.2004907876253128
1741856924.762262,60,0.1956823617219925
1741856973.0801244,61,0.19320735335350037
1741857021.9923327,62,0.19185246527194977
1741857070.1370656,63,0.19214871525764465
1741857118.8684413,64,0.19344846904277802
1741857166.8249297,65,0.19729603826999664
1741857215.0559945,66,0.2034398466348648
1741857264.5741122,67,0.21213753521442413
1741857314.4268758,68,0.22104942798614502
1741857363.8648567,69,0.2286672294139862
1741857413.5348413,70,0.22818905115127563
1741857463.2509568,71,0.22529831528663635
1741857513.5510917,72,0.21857035160064697
1741857563.5906112,73,0.2112506628036499
1741857611.97023,74,0.2033248245716095
1741857661.5757442,75,0.19567865133285522
1741857711.3594606,76,0.18926452100276947
1741857761.2371542,77,0.1841202825307846
1741857808.741099,78,0.18036505579948425
1741857858.3347304,79,0.178389772772789
1741857907.9379158,80,0.1776147037744522
1741857957.4708323,81,0.1779608577489853
1741858007.494587,82,0.17942620813846588
1741858058.0330071,83,0.18260526657104492
1741858107.431258,84,0.18845516443252563
1741858157.0430791,85,0.19655841588974
1741858206.677552,86,0.20511755347251892
1741858257.0875192,87,0.21086305379867554
1741858307.3485606,88,0.21193398535251617
1741858357.0391357,89,0.20943060517311096
1741858406.9409702,90,0.20393115282058716
1741858456.5265946,91,0.19709031283855438
1741858506.8508914,92,0.18998287618160248
1741858556.9223292,93,0.18388596177101135
1741858607.0446186,94,0.17829392850399017
1741858656.2037218,95,0.17416560649871826
1741858706.3769245,96,0.17112956941127777
1741858756.4043272,97,0.16940361261367798
1741858805.8225775,98,0.1688469499349594
1741858855.6170645,99,0.1694045066833496
1741858905.2283576,100,0.17080113291740417
1741858954.2428849,101,0.1737358123064041
1741859002.8047876,102,0.17936091125011444
1741859052.0912325,103,0.18676187098026276
1741859101.864192,104,0.19490593671798706
1741859151.5111926,105,0.1992756575345993
1741859201.1029918,106,0.20095765590667725
1741859250.6606677,107,0.19802328944206238
1741859300.266553,108,0.1937352865934372
1741859349.5998678,109,0.18746353685855865
1741859398.9762685,110,0.18140605092048645
1741859448.8256972,111,0.17611542344093323
1741859498.2057161,112,0.17106211185455322
1741859547.2080758,113,0.1675066500902176
1741859596.0123603,114,0.16487152874469757
1741859644.9336216,115,0.1636229306459427
1741859694.7075934,116,0.16338172554969788
1741859744.2939017,117,0.1637691706418991
1741859793.4270234,118,0.1650974154472351
1741859843.6374924,119,0.16822828352451324
1741859893.7847216,120,0.17300598323345184
1741859942.8426046,121,0.18005144596099854
1741859992.3342035,122,0.18761074542999268
1741860042.0702732,123,0.19180677831172943
1741860091.2776415,124,0.19278185069561005
1741860141.0609004,125,0.1897820234298706
1741860190.5336688,126,0.18557403981685638
1741860240.373759,127,0.1805431842803955
1741860289.5439599,128,0.1749800145626068
1741860339.0638826,129,0.17009738087654114
1741860388.849592,130,0.16596868634223938
1741860437.6469262,131,0.16249269247055054
1741860487.4382792,132,0.1605067253112793
1741860536.4729865,133,0.15947656333446503
1741860584.2085414,134,0.15924657881259918
1741860633.105989,135,0.1597956269979477
1741860682.9801369,136,0.16158844530582428
1741860731.984492,137,0.16417300701141357
1741860781.275394,138,0.16849224269390106
1741860831.1330767,139,0.1753893345594406
1741860880.7829752,140,0.18215201795101166
1741860929.2748203,141,0.1860678642988205
1741860979.4235537,142,0.18569304049015045
1741861028.6301906,143,0.1837470829486847
1741861078.327774,144,0.17997491359710693
1741861128.009187,145,0.17482146620750427
1741861177.348407,146,0.17002420127391815
1741861225.1276233,147,0.16581718623638153
1741861272.6024313,148,0.1620040386915207
1741861320.2022612,149,0.15915298461914062
1741861369.250031,150,0.1571100950241089
1741861418.8911655,151,0.1562681645154953
1741861467.3831253,152,0.15630094707012177
1741861516.7474997,153,0.15689688920974731
1741861564.859967,154,0.1584375947713852
1741861612.9665558,155,0.16133451461791992
1741861660.7363675,156,0.16543976962566376
1741861708.423855,157,0.17209532856941223
