Wall time,Step,Value
1741854017.0541234,0,55.94508361816406
1741854066.1415362,1,59.88204574584961
1741854116.5929105,2,62.53779220581055
1741854166.391672,3,64.81893157958984
1741854216.0833805,4,67.04632568359375
1741854264.6787453,5,69.44381713867188
1741854314.3110347,6,70.50284576416016
1741854362.5454676,7,71.92662048339844
1741854411.4840045,8,71.78756713867188
1741854460.9293408,9,71.56922149658203
1741854509.9831078,10,72.82071685791016
1741854558.7580168,11,74.46250915527344
1741854607.7250156,12,78.12903594970703
1741854656.864331,13,83.21099853515625
1741854706.3797166,14,89.94692993164062
1741854755.4198039,15,95.13922882080078
1741854804.7106657,16,98.62513732910156
1741854853.054951,17,99.7746353149414
1741854901.8857265,18,100.0
1741854951.10119,19,99.98497772216797
1741854999.4826329,20,99.98497772216797
1741855047.4419568,21,99.98497772216797
1741855095.5725284,22,100.0
1741855144.319036,23,100.0
1741855192.812157,24,100.0
1741855240.6722004,25,100.0
1741855289.5545802,26,100.0
1741855337.5465322,27,99.98497772216797
1741855386.5867705,28,100.0
1741855435.3654807,29,100.0
1741855483.0305302,30,100.0
1741855530.7970214,31,100.0
1741855578.3914537,32,99.98497772216797
1741855625.7595296,33,99.98497772216797
1741855673.3349974,34,99.98497772216797
1741855721.076519,35,100.0
1741855768.5756342,36,100.0
1741855816.8224316,37,100.0
1741855865.4979827,38,100.0
1741855914.4821835,39,100.0
1741855962.6044762,40,100.0
1741856010.6759002,41,100.0
1741856058.377458,42,100.0
1741856106.2605066,43,100.0
1741856153.9070802,44,100.0
1741856201.6127026,45,100.0
1741856249.7571228,46,100.0
1741856297.5378673,47,100.0
1741856345.0677645,48,100.0
1741856392.6657064,49,100.0
1741856441.3058622,50,100.0
1741856490.1823106,51,100.0
1741856538.2884934,52,100.0
1741856586.7804117,53,100.0
1741856634.761471,54,100.0
1741856682.7175665,55,100.0
1741856731.044208,56,100.0
1741856780.1658716,57,100.0
1741856828.4398243,58,100.0
1741856876.6464293,59,100.0
1741856924.7624087,60,100.0
1741856973.080269,61,100.0
1741857021.9924812,62,100.0
1741857070.1372454,63,100.0
1741857118.8686094,64,100.0
1741857166.8250709,65,100.0
1741857215.0561929,66,100.0
1741857264.5742872,67,100.0
1741857314.4270453,68,100.0
1741857363.8650465,69,100.0
1741857413.5349855,70,100.0
1741857463.2511652,71,100.0
1741857513.5512524,72,100.0
1741857563.5908144,73,100.0
1741857611.9704063,74,100.0
1741857661.5759187,75,100.0
1741857711.359604,76,100.0
1741857761.2373571,77,100.0
1741857808.7412677,78,100.0
1741857858.3348794,79,100.0
1741857907.938075,80,100.0
1741857957.4710112,81,100.0
1741858007.494754,82,100.0
1741858058.033179,83,100.0
1741858107.4314115,84,100.0
1741858157.0432901,85,100.0
1741858206.6777558,86,100.0
1741858257.0876622,87,100.0
1741858307.3488212,88,100.0
1741858357.0392768,89,100.0
1741858406.9412496,90,100.0
1741858456.5268166,91,100.0
1741858506.8510692,92,100.0
1741858556.9225416,93,100.0
1741858607.04478,94,100.0
1741858656.203892,95,100.0
1741858706.3771014,96,100.0
1741858756.4045038,97,100.0
1741858805.822781,98,100.0
1741858855.6172209,99,100.0
1741858905.2285817,100,100.0
1741858954.2430422,101,100.0
1741859002.8049414,102,100.0
1741859052.0913913,103,100.0
1741859101.8643608,104,100.0
1741859151.5113475,105,100.0
1741859201.103185,106,100.0
1741859250.660844,107,100.0
1741859300.266718,108,100.0
1741859349.6000986,109,100.0
1741859398.9764092,110,100.0
1741859448.8258593,111,100.0
1741859498.2059078,112,100.0
1741859547.2082176,113,100.0
1741859596.0125258,114,100.0
1741859644.933792,115,100.0
1741859694.707767,116,100.0
1741859744.2941575,117,100.0
1741859793.4271848,118,100.0
1741859843.6377418,119,100.0
1741859893.7848787,120,100.0
1741859942.842774,121,100.0
1741859992.3343868,122,100.0
1741860042.0704176,123,100.0
1741860091.277812,124,100.0
1741860141.0610306,125,100.0
1741860190.5338292,126,100.0
1741860240.373962,127,100.0
1741860289.5441177,128,100.0
1741860339.06417,129,100.0
1741860388.8497412,130,100.0
1741860437.6470845,131,100.0
1741860487.4384315,132,100.0
1741860536.4731903,133,100.0
1741860584.2087379,134,100.0
1741860633.10619,135,100.0
1741860682.9802911,136,100.0
1741860731.9846632,137,100.0
1741860781.2755513,138,100.0
1741860831.133252,139,100.0
1741860880.7831123,140,100.0
1741860929.2749817,141,100.0
1741860979.423725,142,100.0
1741861028.6303396,143,100.0
1741861078.3279424,144,100.0
1741861128.0093434,145,100.0
1741861177.348602,146,100.0
1741861225.127804,147,100.0
1741861272.602713,148,100.0
1741861320.2024279,149,100.0
1741861369.2502077,150,100.0
1741861418.8913286,151,100.0
1741861467.3832884,152,100.0
1741861516.7476573,153,100.0
1741861564.8601005,154,100.0
1741861612.9668505,155,100.0
1741861660.7365766,156,100.0
1741861708.424105,157,100.0
