Wall time,Step,Value
1741860190.5338292,126,99.92488098144531
1741860240.373962,127,99.93990325927734
1741860289.5441177,128,99.95492553710938
1741860339.06417,129,99.93990325927734
1741860388.8497412,130,99.9699478149414
1741860437.6470845,131,99.9699478149414
1741860487.4384315,132,99.9699478149414
1741860536.4731903,133,99.9699478149414
1741860584.2087379,134,99.9699478149414
1741860633.10619,135,99.9699478149414
1741860682.9802911,136,99.95492553710938
1741860731.9846632,137,99.95492553710938
1741860781.2755513,138,99.9699478149414
1741860831.133252,139,99.81970977783203
1741860880.7831123,140,99.90985870361328
1741860929.2749817,141,99.89482879638672
1741860979.423725,142,99.92488098144531
1741861028.6303396,143,99.95492553710938
1741861078.3279424,144,99.95492553710938
1741861128.0093434,145,99.9699478149414
1741861177.348602,146,99.9699478149414
1741861225.127804,147,99.9699478149414
1741861272.602713,148,99.9699478149414
1741861320.2024279,149,99.9699478149414
1741861369.2502077,150,99.95492553710938
1741861418.8913286,151,99.9699478149414
1741861467.3832884,152,99.9699478149414
1741861516.7476573,153,99.9699478149414
1741861564.8601005,154,99.9699478149414
1741861612.9668505,155,99.95492553710938
1741861660.7365766,156,99.95492553710938
1741861708.424105,157,99.93990325927734
