#Frame      Mode1    Mode2    Mode3
     818  -60.334  -46.735   25.910
     819  -55.800  -43.002   31.363
     820  -61.571  -41.940   23.054
     821  -65.879  -28.984   25.014
     822  -63.229  -37.549   24.828
     823  -62.350  -43.989   23.947
     824  -66.018  -39.268   33.642
     825  -52.596  -44.911   40.076
     826  -59.937  -32.780   30.700
     827  -54.463  -46.075   12.023
     828  -52.413  -42.090   29.114
     829  -57.449  -25.794   27.076
     830  -40.809  -40.366   16.258
     831  -65.487  -22.756   32.461
     832  -48.560  -29.139   32.145
     833  -47.621  -32.637   28.783
     834  -53.912  -42.688   22.355
     835  -53.183  -28.993   21.457
     836  -59.409  -29.958   32.947
     837  -50.356  -37.371   25.861
     838  -51.910  -30.411   25.567
     839  -51.012  -43.299   15.538
     840  -64.422  -38.836   19.029
     841  -46.257  -37.123   26.452
     842  -48.596  -34.059   11.390
     843  -57.698  -30.738   14.408
     844  -53.451  -42.372   27.547
     845  -67.367  -34.711   30.919
     846  -60.573  -47.240   27.142
     847  -75.683  -23.286   42.936
     848  -66.913  -24.234   26.425
     849  -61.197  -31.178   29.960
     850  -70.521  -27.532   35.299
     851  -62.188  -25.785   44.168
     852  -42.341  -42.594   40.092
     853  -38.834  -47.244   38.351
     854  -59.571  -35.623   21.132
     855  -68.181  -25.819   38.384
     856  -73.194  -29.685   30.311
     857  -47.055  -46.916   20.688
     858  -46.296  -41.452   21.639
     859  -45.686  -35.238   28.272
     860  -42.982  -53.570   23.739
     861  -69.961  -21.714   38.233
     862  -74.771  -35.502   14.129
     863  -60.843  -37.928   18.513
     864  -77.518  -30.379   34.676
     865  -75.665  -22.990   35.857
     866  -60.139  -32.619   32.530
     867  -66.245  -24.274   18.160
     868  -77.888  -13.164   13.941
     869  -83.997  -21.008   19.441
     870  -82.517  -31.561   20.192
     871  -89.304  -13.022   21.910
     872  -79.876   -9.651   14.198
     873  -77.202   -9.081    5.988
     874  -76.115  -15.978   11.146
     875  -72.222  -26.258   11.772
     876  -84.822  -12.979    7.423
     877  -65.722   -8.049   20.190
     878  -78.669   -4.508    1.905
     879  -67.533  -19.915   -4.882
     880  -72.238  -20.221   -8.961
     881  -70.811  -21.702  -14.685
     882  -71.510  -19.633   -1.455
     883  -59.237  -16.385  -10.761
     884  -72.388   -3.134   -4.521
     885  -63.508   -5.463    4.191
     886  -58.600  -15.450    2.605
     887  -55.242  -23.081   -2.947
     888  -57.579  -24.261   -3.481
     889  -65.993  -12.164  -10.342
     890  -60.772   -3.980   -5.918
     891  -53.973  -19.421    9.108
     892  -53.035  -32.415   -8.975
     893  -57.279  -17.555   -1.780
     894  -85.393   -4.651    1.465
     895  -71.205  -25.003    4.661
     896  -75.501  -21.995   -4.783
     897  -68.423  -20.929   -2.080
     898  -78.756   -5.409   -9.126
     899  -51.369  -17.769    8.132
     900  -61.203  -16.499    9.420
     901  -62.670  -11.057    3.467
     902  -60.296   -7.503   -0.895
     903  -45.476  -14.899   -8.076
     904  -64.320  -19.211   -7.669
     905  -51.758  -39.149   -6.007
     906  -67.658  -31.747   -9.538
     907  -68.072  -20.555   -4.335
     908  -68.612  -26.266   -7.996
     909  -74.168  -15.229    1.818
     910  -71.385  -17.836   -9.358
     911  -71.159  -16.248   -4.367
     912  -75.608   -2.408    8.315
     913  -69.272  -14.814    2.248
     914  -77.948  -12.232    7.819
     915  -68.889  -23.038   -2.596
     916  -78.972  -14.725    2.489
     917  -65.669  -32.814   -9.755
     918  -72.397  -25.074    0.151
     919  -39.054  -33.213    4.937
     920  -75.739  -17.519    3.921
     921  -57.738  -14.943    8.292
     922  -66.634  -16.101   -0.482
     923  -78.487  -22.855   -0.805
     924  -72.578  -15.755    7.562
     925  -84.111   -6.488    6.320
     926  -88.407   -1.219   -1.781
     927  -63.797  -23.036   -4.076
     928  -67.286  -25.389  -11.313
     929  -75.248  -31.500  -10.061
     930  -70.325  -19.575    4.169
     931  -54.492  -25.274   -2.379
     932  -65.820  -15.665   -0.141
     933  -58.792  -43.506  -15.011
     934  -65.088  -31.007  -19.290
     935  -74.039  -17.766   -1.533
     936  -85.488  -17.185  -11.303
     937  -81.080  -15.098  -14.267
     938  -75.030  -26.075   -6.381
     939  -73.171  -13.046  -10.853
     940  -78.157  -19.007   -8.163
     941  -79.471  -18.490   -9.917
     942  -74.701  -16.757  -10.622
     943  -88.286    5.015   -5.293
     944  -86.167    1.529   -6.728
     945  -78.681  -19.727  -19.324
     946  -66.633  -27.457   -5.062
     947  -75.209  -24.677   -9.552
     948  -77.753  -16.907  -10.078
     949  -66.203  -16.272    0.264
     950  -67.924  -25.594   -8.604
     951  -62.462  -24.080   -3.175
     952  -53.184  -30.367   -0.290
     953  -56.772  -28.091   -1.133
     954  -71.069  -30.247  -15.934
     955  -59.724  -43.932  -14.491
     956  -61.758  -21.237   -8.852
     957  -55.711  -38.821   -5.355
     958  -44.723  -39.466  -17.875
     959  -53.481  -31.590   -4.438
     960  -54.761  -37.258   -3.695
     961  -54.698  -29.067   -4.114
     962  -73.983  -16.329  -20.625
     963  -71.949   -9.819  -16.817
     964  -72.724  -16.409  -14.086
     965  -57.901  -12.902   -6.039
     966  -77.519   -8.763  -22.080
     967  -94.463  -21.650  -23.344
     968  -66.189  -39.973  -35.647
     969  -58.402  -28.008  -17.161
     970  -67.547  -16.697   -8.160
     971  -71.387  -31.845  -19.163
     972  -53.786  -14.535    6.654
     973  -55.439  -30.329   -4.140
     974  -72.368  -27.106  -11.639
     975  -76.595  -12.379   -5.902
     976  -69.365  -21.775   -1.136
     977  -72.637  -14.899   -3.518
     978  -64.947  -23.673   -6.727
     979  -79.492  -15.912   -8.373
     980  -72.769  -11.334   -7.704
     981  -70.396   -8.806    5.679
     982  -80.997    2.890    1.234
     983  -75.516   -6.773   -4.426
     984  -76.197  -10.789   -7.450
     985  -79.056    0.049    2.450
     986  -69.780  -19.580  -11.136
     987  -78.646  -10.210   -6.514
     988  -55.596  -10.349  -11.235
     989  -40.856  -27.962  -26.155
     990  -52.077   -2.754  -14.165
     991  -78.590   10.473   -0.499
     992  -87.284    8.661    4.102
     993  -70.566    0.982  -12.097
     994  -80.425  -18.889  -11.252
     995  -67.121   -7.589   -9.003
     996  -67.301  -16.352  -23.326
     997  -57.458  -24.531  -29.752
     998  -63.447  -14.335  -14.546
     999  -65.630  -16.107   -8.864
    1000  -45.027  -31.286   -7.383
    1001  -66.645  -10.830    9.493
    1002  -70.210  -11.928  -16.793
    1003  -70.579  -11.296   -7.421
    1004  -71.265   -8.810  -12.213
    1005  -49.818  -15.260   -5.999
    1006  -46.448  -26.264  -20.031
    1007  -69.899   -4.415   -5.052
    1008  -55.167  -12.422   -6.764
    1009  -54.248  -13.597   -1.188
    1010  -58.297   -6.964   -4.900
    1011  -67.871  -10.469    2.402
    1012  -62.878  -19.882   -5.393
    1013  -69.963  -16.716   -2.450
    1014  -61.815  -20.366   -7.099
    1015  -60.655   -8.507   -0.605
    1016  -58.805  -16.996    2.255
    1017  -73.592  -11.258   -6.481
    1018  -69.908  -16.585  -20.962
    1019  -66.120  -25.161  -16.279
    1020  -72.145  -23.196   -0.412
    1021  -63.260  -19.096   -0.501
    1022  -76.595   -6.219   -0.847
    1023  -73.693   -8.878   -6.787
    1024  -76.260  -16.757  -20.910
    1025  -45.468  -42.910  -19.261
    1026  -47.609  -13.654    8.073
    1027  -42.515  -26.999    2.030
    1028  -40.406  -26.640   -1.389
    1029  -49.681  -30.345   -2.145
    1030  -49.331  -13.996   -1.825
    1031  -58.854  -17.042   -0.719
    1032  -39.122  -29.065    3.335
    1033  -48.929  -29.010   12.252
    1034  -48.444  -32.798    0.870
    1035  -50.413  -21.986   -0.159
    1036  -63.155  -12.961    9.077
    1037  -40.022  -42.695   -6.878
    1038  -50.335  -33.402    4.890
    1039  -55.718  -30.418    4.762
    1040  -43.389  -31.183   12.429
    1041  -28.462  -43.741   12.891
    1042  -46.164  -27.347    9.229
    1043  -47.944  -25.678   -3.322
    1044  -36.771  -27.877   -0.428
    1045  -30.220  -46.337   -8.298
    1046  -31.943  -41.649   -0.764
    1047  -45.424  -41.046   10.881
    1048  -48.108  -26.712    2.599
    1049  -56.032  -29.474    0.171
    1050  -58.880  -44.217  -17.845
    1051  -69.453  -29.144  -19.761
    1052  -77.944  -21.266    4.541
    1053  -75.977  -19.847   10.771
    1054  -56.661  -37.123   -6.379
    1055  -52.662  -27.938   -4.651
    1056  -63.066  -26.796   -5.805
    1057  -71.220   -8.040    3.601
    1058  -57.624  -26.784   -3.923
    1059  -57.099  -24.993  -12.764
    1060  -71.991  -19.308   -3.382
    1061  -66.661  -22.074   -9.809
    1062  -65.297  -26.710  -14.235
    1063  -74.812  -16.947  -17.016
    1064  -82.807  -10.286  -13.414
    1065  -70.940   -4.877    4.475
    1066  -78.616   -4.198   -1.636
    1067  -78.110   -5.740   -3.618
    1068  -66.138  -20.763   -4.572
    1069  -70.757  -20.273   -7.596
    1070  -50.677  -40.219  -15.775
    1071  -66.653  -25.366   -9.949
    1072  -68.431  -15.974   -4.516
    1073  -63.487  -25.156   -3.809
    1074  -58.778  -29.264   -0.220
    1075  -52.802  -26.748   -1.227
    1076  -55.879  -27.895   -3.276
    1077  -66.872  -22.594    1.659
    1078  -69.173  -12.455   -3.138
    1079  -79.492  -12.835    3.830
    1080  -66.708  -17.259    4.846
    1081  -55.072  -24.101   -3.402
    1082  -58.746  -37.644  -19.152
    1083  -53.485  -37.241   -3.466
    1084  -71.479  -22.917   -9.681
    1085  -59.119  -37.218  -11.532
    1086  -53.130  -34.611  -14.690
    1087  -68.667  -19.732   -7.189
    1088  -64.657  -21.008   -9.565
    1089  -74.347  -23.153    2.451
    1090  -57.861  -27.509    4.952
    1091  -70.615  -20.951    8.673
    1092  -49.854  -34.127    6.047
    1093  -58.121  -30.725    6.710
    1094  -59.939  -36.315   10.172
    1095  -73.449  -24.501    8.256
    1096  -73.383  -24.158    2.547
    1097  -84.644  -21.285   -1.010
    1098  -60.451  -43.530   -5.325
    1099  -65.337  -31.067   -2.834
    1100  -53.731  -34.820    3.996
    1101  -58.044  -29.719    2.160
    1102  -89.906  -15.028   -6.745
    1103  -95.549  -12.878  -10.002
    1104  -82.885  -34.494  -14.550
    1105  -80.476  -24.823    2.316
    1106  -64.325  -31.850   -9.534
    1107  -49.096  -48.077   -7.326
    1108  -62.295  -44.598  -18.146
    1109  -59.835  -37.399   -4.620
    1110  -78.163  -27.118    1.169
    1111  -73.952  -36.969   -1.033
    1112  -67.385  -30.610   -7.828
    1113  -69.945  -32.339   -9.949
    1114  -80.240  -27.678   -7.919
    1115  -77.214  -15.158    0.800
    1116  -88.230  -23.260   -9.420
    1117  -80.173  -23.263  -10.505
    1118  -73.452  -19.549   -9.437
    1119  -89.884  -13.280  -11.051
    1120  -77.167  -34.056  -21.583
    1121  -67.305  -33.793    3.472
    1122  -84.324  -29.173   -7.603
    1123  -75.760  -36.883   -3.940
    1124  -59.820  -50.925  -15.570
    1125  -65.551  -48.052  -19.326
    1126  -79.967  -34.290  -19.573
    1127  -80.799  -32.289   -5.547
    1128  -81.816  -35.284  -13.027
    1129  -83.437  -16.956   -2.807
    1130  -62.803  -21.027    1.340
    1131  -73.179  -36.835  -17.111
    1132  -90.562  -22.182   -6.161
    1133  -83.712  -16.082   -1.730
    1134  -79.739  -31.396   -4.912
    1135  -86.542  -34.164   -8.080
    1136  -73.093  -35.602  -12.175
    1137  -72.821  -43.529  -19.377
    1138  -59.234  -42.884  -10.529
    1139  -67.351  -29.902   -7.487
    1140  -62.637  -47.001   -7.005
    1141  -73.403  -43.668  -12.333
    1142  -69.251  -32.519   -0.624
    1143  -86.642  -19.808  -14.534
    1144  -79.604  -25.572  -17.409
    1145  -72.744  -31.225  -12.901
    1146  -78.599  -28.929  -14.030
    1147  -75.428  -26.762  -16.722
    1148  -66.244  -32.544    1.633
    1149  -52.696  -41.766   -6.859
    1150  -86.775  -22.381   -5.822
    1151  -82.951  -24.233    3.507
    1152  -47.384  -36.427    3.236
    1153  -47.742  -44.773    2.279
    1154  -63.345  -25.498   22.785
    1155  -64.179  -33.102   13.652
    1156  -59.226  -19.543   -0.886
    1157  -75.218  -20.662    0.857
    1158  -72.590  -24.460    0.193
    1159  -50.994  -42.822   -6.764
    1160  -39.011  -35.228   -7.687
    1161  -60.938  -20.671   13.479
    1162  -47.254  -32.267    3.523
    1163  -52.991  -39.649  -12.589
    1164  -65.658  -24.655   -7.814
    1165  -70.467  -25.049   -8.097
    1166  -37.500  -51.918  -18.143
    1167  -28.769  -63.807  -19.215
    1168  -32.259  -65.394  -11.971
    1169  -39.930  -53.723  -22.604
    1170  -56.418  -36.095  -13.243
    1171  -67.896  -43.301  -22.349
    1172  -61.176  -41.567   -3.257
    1173  -75.156  -17.739  -13.857
    1174  -58.631  -46.239  -18.781
    1175  -46.577  -38.538  -13.337
    1176  -75.856  -27.255  -11.466
    1177  -44.567  -41.358  -15.424
    1178  -54.983  -30.816  -19.673
    1179  -65.687  -38.523  -26.037
    1180  -55.887  -41.752  -20.599
    1181  -61.935  -34.760  -25.487
    1182  -45.931  -29.801  -19.382
    1183  -32.324  -25.096  -22.692
    1184  -50.567  -28.570  -26.425
    1185  -61.562  -29.920  -32.595
    1186  -37.943  -30.705  -25.916
    1187  -46.548  -25.149  -30.347
    1188  -44.466  -15.629  -14.379
    1189  -39.451  -22.972  -20.049
    1190  -52.635  -24.821  -21.834
    1191  -46.034  -21.735  -29.442
    1192  -40.301  -17.517  -16.272
    1193  -25.591  -29.389  -43.860
    1194  -39.965  -22.005  -41.736
    1195   -9.598  -41.952  -31.368
    1196   -9.993  -51.691  -47.918
    1197  -34.563  -33.840  -41.621
    1198  -19.896  -29.973  -33.157
    1199  -16.399  -43.673  -28.165
    1200  -16.193  -41.914  -32.249
    1201  -12.535  -37.542  -26.305
    1202   -9.813  -43.524  -25.358
    1203   -3.285  -40.969  -28.452
    1204    1.078  -44.499  -25.999
    1205    2.502  -39.939  -24.588
    1206   -9.382  -39.330  -14.648
    1207  -22.848  -18.922  -16.599
    1208  -30.456  -27.710  -18.313
    1209  -15.095  -44.991  -23.012
    1210  -24.041  -41.906  -24.239
    1211  -43.584  -42.552  -35.736
    1212  -31.695  -40.553  -16.535
    1213  -27.545  -43.106  -24.354
    1214  -20.170  -44.849  -22.678
    1215  -27.252  -34.454  -12.325
    1216  -28.153  -33.919   -7.781
    1217  -15.960  -33.730   -5.432
    1218  -16.770  -47.531  -17.959
    1219  -39.803  -31.411  -30.692
    1220  -21.319  -36.912  -45.032
    1221  -21.818  -41.265  -39.175
    1222  -40.176  -32.109  -25.769
    1223  -49.848  -35.481  -33.768
    1224  -37.299  -30.346  -30.048
    1225  -53.434  -13.256  -26.894
    1226  -73.860  -26.408  -27.602
    1227  -73.542  -19.105  -26.529
    1228  -73.717  -16.763  -16.327
    1229  -76.845  -26.065  -31.540
    1230  -45.349  -44.964  -12.710
    1231  -82.121  -31.169  -27.268
    1232  -63.548  -40.465  -26.910
    1233  -58.785  -42.123  -39.354
    1234  -40.685  -42.223  -18.679
    1235  -24.624  -49.837  -15.492
    1236  -50.856  -35.187  -12.806
    1237  -61.088  -27.759  -12.912
    1238  -55.288  -42.042  -28.222
    1239  -41.771  -33.448  -25.137
    1240  -47.860  -45.254  -39.361
    1241  -45.197  -40.205  -38.955
    1242  -51.391  -53.522  -41.226
    1243  -55.338  -49.958  -34.308
    1244  -45.744  -53.475  -38.657
    1245  -59.949  -38.833  -30.051
    1246  -55.354  -50.482  -45.434
    1247  -53.073  -53.991  -41.596
    1248  -69.360  -45.950  -37.509
    1249  -52.942  -37.493  -26.449
    1250  -62.080  -42.170  -33.845
