['./validate_dock_another_target/record_368.pdbqt', -6.41]
['./validate_dock_another_target/record_369.pdbqt', -6.29]
['./validate_dock_another_target/record_370.pdbqt', -6.69]
['./validate_dock_another_target/record_371.pdbqt', -6.96]
['./validate_dock_another_target/record_372.pdbqt', -7.63]
['./validate_dock_another_target/record_373.pdbqt', -7.27]
['./validate_dock_another_target/record_374.pdbqt', -8.23]
['./validate_dock_another_target/record_375.pdbqt', -8.91]
['./validate_dock_another_target/record_376.pdbqt', -7.75]
['./validate_dock_another_target/record_377.pdbqt', -7.76]
['./validate_dock_another_target/record_378.pdbqt', -7.84]
['./validate_dock_another_target/record_379.pdbqt', -7.46]
['./validate_dock_another_target/record_380.pdbqt', -6.9]
['./validate_dock_another_target/record_381.pdbqt', -8.06]
['./validate_dock_another_target/record_382.pdbqt', -8.26]
['./validate_dock_another_target/record_383.pdbqt', -8.05]
['./validate_dock_another_target/record_384.pdbqt', -8.18]
['./validate_dock_another_target/record_385.pdbqt', -7.85]
['./validate_dock_another_target/record_386.pdbqt', -8.04]
['./validate_dock_another_target/record_387.pdbqt', -7.55]
['./validate_dock_another_target/record_388.pdbqt', -7.84]
['./validate_dock_another_target/record_389.pdbqt', -7.65]
['./validate_dock_another_target/record_390.pdbqt', -7.62]
['./validate_dock_another_target/record_391.pdbqt', -7.23]
['./validate_dock_another_target/record_392.pdbqt', -7.37]
['./validate_dock_another_target/record_393.pdbqt', -7.49]
['./validate_dock_another_target/record_394.pdbqt', -7.22]
['./validate_dock_another_target/record_395.pdbqt', -7.53]
['./validate_dock_another_target/record_396.pdbqt', -7.4]
['./validate_dock_another_target/record_397.pdbqt', -7.47]
['./validate_dock_another_target/record_398.pdbqt', -7.43]
['./validate_dock_another_target/record_399.pdbqt', -7.82]
['./validate_dock_another_target/record_400.pdbqt', -7.73]
['./validate_dock_another_target/record_401.pdbqt', -6.69]
['./validate_dock_another_target/record_402.pdbqt', -7.29]
['./validate_dock_another_target/record_403.pdbqt', -7.34]
['./validate_dock_another_target/record_404.pdbqt', -7.33]
['./validate_dock_another_target/record_405.pdbqt', -7.14]
['./validate_dock_another_target/record_406.pdbqt', -8.23]
['./validate_dock_another_target/record_407.pdbqt', -7.58]
['./validate_dock_another_target/record_408.pdbqt', -8.41]
['./validate_dock_another_target/record_409.pdbqt', -7.21]
['./validate_dock_another_target/record_410.pdbqt', -7.23]
['./validate_dock_another_target/record_411.pdbqt', -7.78]
['./validate_dock_another_target/record_412.pdbqt', -7.05]
['./validate_dock_another_target/record_413.pdbqt', -7.12]
['./validate_dock_another_target/record_414.pdbqt', -7.18]
['./validate_dock_another_target/record_415.pdbqt', -7.05]
['./validate_dock_another_target/record_416.pdbqt', -8.6]
['./validate_dock_another_target/record_417.pdbqt', -7.17]
['./validate_dock_another_target/record_418.pdbqt', -6.81]
['./validate_dock_another_target/record_419.pdbqt', -7.4]
['./validate_dock_another_target/record_420.pdbqt', -8.93]
['./validate_dock_another_target/record_421.pdbqt', -7.54]
['./validate_dock_another_target/record_422.pdbqt', -7.36]
['./validate_dock_another_target/record_423.pdbqt', -9.25]
['./validate_dock_another_target/record_424.pdbqt', -8.9]
['./validate_dock_another_target/record_425.pdbqt', -7.8]
['./validate_dock_another_target/record_426.pdbqt', -8.34]
['./validate_dock_another_target/record_427.pdbqt', -7.3]
['./validate_dock_another_target/record_428.pdbqt', -9.2]
['./validate_dock_another_target/record_429.pdbqt', -7.51]
['./validate_dock_another_target/record_430.pdbqt', -9.25]
['./validate_dock_another_target/record_431.pdbqt', -8.7]
['./validate_dock_another_target/record_432.pdbqt', -9.17]
['./validate_dock_another_target/record_433.pdbqt', -6.41]
['./validate_dock_another_target/record_434.pdbqt', -7.35]
['./validate_dock_another_target/record_435.pdbqt', -7.2]
['./validate_dock_another_target/record_436.pdbqt', -7.54]
['./validate_dock_another_target/record_437.pdbqt', -6.87]
['./validate_dock_another_target/record_438.pdbqt', -7.2]
['./validate_dock_another_target/record_439.pdbqt', -6.68]
['./validate_dock_another_target/record_440.pdbqt', -6.6]
['./validate_dock_another_target/record_441.pdbqt', -6.25]
['./validate_dock_another_target/record_442.pdbqt', -6.75]
['./validate_dock_another_target/record_443.pdbqt', -6.43]
['./validate_dock_another_target/record_444.pdbqt', -6.41]
['./validate_dock_another_target/record_445.pdbqt', -6.25]
['./validate_dock_another_target/record_446.pdbqt', -6.5]
['./validate_dock_another_target/record_447.pdbqt', -7.1]
['./validate_dock_another_target/record_448.pdbqt', -6.62]
['./validate_dock_another_target/record_449.pdbqt', -6.63]
['./validate_dock_another_target/record_450.pdbqt', -6.61]
['./validate_dock_another_target/record_451.pdbqt', -6.57]
['./validate_dock_another_target/record_452.pdbqt', -6.75]
['./validate_dock_another_target/record_453.pdbqt', -6.52]
['./validate_dock_another_target/record_454.pdbqt', -7.45]
['./validate_dock_another_target/record_455.pdbqt', -6.64]
['./validate_dock_another_target/record_456.pdbqt', -6.59]
['./validate_dock_another_target/record_457.pdbqt', -6.95]
['./validate_dock_another_target/record_458.pdbqt', -6.89]
['./validate_dock_another_target/record_459.pdbqt', -7.56]
['./validate_dock_another_target/record_460.pdbqt', -7.46]
['./validate_dock_another_target/record_461.pdbqt', -8.0]
['./validate_dock_another_target/record_462.pdbqt', -6.76]
['./validate_dock_another_target/record_463.pdbqt', -6.05]
['./validate_dock_another_target/record_464.pdbqt', -7.56]
['./validate_dock_another_target/record_465.pdbqt', -6.23]
['./validate_dock_another_target/record_466.pdbqt', -7.11]
['./validate_dock_another_target/record_467.pdbqt', -7.79]
['./validate_dock_another_target/record_468.pdbqt', -7.71]
['./validate_dock_another_target/record_469.pdbqt', -7.97]
['./validate_dock_another_target/record_470.pdbqt', -8.15]
['./validate_dock_another_target/record_471.pdbqt', -6.99]
['./validate_dock_another_target/record_472.pdbqt', -6.1]
['./validate_dock_another_target/record_473.pdbqt', -7.32]
['./validate_dock_another_target/record_474.pdbqt', -7.22]
